"","SRR8366697_1.fastq_quant","SRR8366698_1.fastq_quant","SRR8366699_1.fastq_quant","SRR8366700_1.fastq_quant","SRR8366701_1.fastq_quant","SRR8366704_1.fastq_quant","SRR8366705_1.fastq_quant","SRR8366706_1.fastq_quant","SRR8366707_1.fastq_quant"
"ENSG00000013588.5",2,1,4,2.243,1,1,0,5.735,0
"ENSG00000013619.9",32.613,34.802,24.632,27.892,26.268,10.155,5.096,0,1.84
"ENSG00000013725.10",30.862,24.718,19.319,26.084,40.939,6.148,3.101,7.06,3.168
"ENSG00000013810.14",19.337,4.881,7.672,13.023,13.997,0,4.184,18,2.481
"ENSG00000014123.9",14.035,7,15.043,12.093,21.116,5,7,2.007,3
"ENSG00000014138.4",168.022,42.367,150.861,159.349,113.283,16.499,0,199.253,31.769
"ENSG00000014164.6",2,4,3,0,8,1,2,1,0
"ENSG00000014216.11",8.809,24.446,15.314,16.497,20.744,9.687,0,17.687,2.764
"ENSG00000014257.11",0,0,0,0,0,1.386,0,0,0
"ENSG00000014641.13",205.729,164.201,109.545,128.062,152.887,38.296,72.314,97.12,52.566
"ENSG00000014824.9",2681.769,1295.333,2063.432,1856.518,1919.351,676.827,411.7,982.23,622.228
"ENSG00000014914.15",18.612,6.632,8.301,4.247,12.336,4.598,1.261,2,0
"ENSG00000014919.8",18.809,15.739,16.915,15.101,18.659,4.089,3.066,7.132,0
"ENSG00000015133.14",97.737,33.346,78.128,70.508,100.766,24.752,15.956,78.37,34.474
"ENSG00000015153.10",1188.192,861.421,1118.655,806.714,970.335,274.389,270.414,187.749,98.751
"ENSG00000015171.14",327.05,211.9,210.422,241.228,252.159,37.405,36.39,64.772,11.94
"ENSG00000015285.6",0,0,0,0,0,0,0,0,0
"ENSG00000015413.5",0,0,0,0,0,0,0,0,0
"ENSG00000015475.14",0,0,0,0,0,0,0,0,0
"ENSG00000015479.13",1290.228,551.003,844.805,898.748,712.678,315.455,216.164,423.292,334.342
"ENSG00000015520.10",0,0,2.208,0,0,0,0,0,0
"ENSG00000015532.5",86.773,13.944,61.153,49.414,62.192,29.398,23.504,42.701,14.596
"ENSG00000015568.8",1876.283,1712.776,1299.657,1659.873,1682.329,382.773,409.523,499.237,202.325
"ENSG00000015592.12",1710.945,2462.421,788.449,1673.827,1162.729,262.084,241.861,97.568,276.211
"ENSG00000015676.13",441.817,295.593,358.892,358.935,311.703,125.618,138.662,186.611,101.564
"ENSG00000016082.10",0,0,0,0,1.598,2.562,0,0,4.797
"ENSG00000016391.6",0,0,0,0,0,0,1,0,0
"ENSG00000016402.8",0,0,0,0,0,0,0,0,0
"ENSG00000016602.8",0,0,1,0,0,4,0,0,0
"ENSG00000016864.12",148.888,9.321,91.524,39.963,52.279,32.457,10.388,40.426,36.442
"ENSG00000017260.15",766.998,874.898,470.686,531.092,404.999,190.384,248.99,94.309,50.622
"ENSG00000017427.11",0,3.255,0,5.769,3.054,7,1,0,2.547
"ENSG00000017483.10",1.927,0,2.148,5,0,2.792,0,0,0
"ENSG00000017797.7",46.272,19.038,18.245,14.541,36.336,3,5.124,11.737,15.65
"ENSG00000018189.8",161.561,81.194,75.18,103.423,158.431,41,57.241,59.139,27.166
"ENSG00000018236.10",233.755,507.126,209.658,255.507,242.255,296.569,0,0,566.299
"ENSG00000018280.12",10.008,4,6,5,9.526,11.213,1,1,3
"ENSG00000018408.10",26.491,24.851,28.169,50.608,35.208,9.622,14.59,15.807,3.251
"ENSG00000018510.8",126.716,77.555,87.763,60.789,53.978,22.611,29.302,12.464,3.04
"ENSG00000018607.5",5.744,3.166,7.012,14.312,10.126,1,1,0,1
"ENSG00000018610.9",34.59,39.882,33.529,48.034,47.936,2.043,12.027,12.744,10.149
"ENSG00000018625.10",9.541,86.232,1.337,430.139,234.416,7.645,20.251,4.238,19.629
"ENSG00000018699.7",17.055,1.088,0,17.527,1.039,0,1.041,0,0
"ENSG00000018869.12",3.819,0,7.423,1.257,0,1.202,0,0,0
"ENSG00000019102.7",1.984,0,6,2.865,0,2.422,0,3,0
"ENSG00000019144.12",9.933,8.283,2.155,4.227,8.042,4.057,2.213,1.024,0
"ENSG00000019169.9",24,1,15,19,3,12,3,1,7
"ENSG00000019186.5",0,1,1,0,0,1.956,0,0,0
"ENSG00000019485.8",81.527,20.418,78.916,66.789,44.653,25.035,17.192,49.058,23.337
"ENSG00000019505.3",1.284,5.938,0,3.953,1.485,0,0,0,2.842
"ENSG00000019582.10",0,0,0,0,0,0,0,0,0
"ENSG00000019991.11",0,0,1.287,0,0,0,0,0,1.202
"ENSG00000019995.6",9992.421,8079.978,8756.191,9533.36,8451.234,2064.613,1785.35,2701.648,1628.848
"ENSG00000020129.11",27.792,15.532,19.006,44.993,25.923,0,4.175,15.44,1.284
"ENSG00000020219.8",0,0,3,3,1,1,0,0,0
"ENSG00000020256.15",87.196,61.291,63.803,7.25,9.798,72.727,36.955,28.099,13.556
"ENSG00000020426.6",451.092,385.778,454.34,367.793,538.573,60.6,68.418,170.674,91.494
"ENSG00000020577.9",147.731,68.296,83.764,99.275,39.431,47.164,16.833,79.306,13.492
"ENSG00000020633.14",0,0,0,0,0,0,0,0,0
"ENSG00000020922.8",14.603,19.769,12.284,22.292,11.266,4.407,3.017,4.714,4.123
"ENSG00000021300.9",11.825,0,8.092,1.028,1.082,0,0,3.143,1
"ENSG00000021355.8",0,0,0,0,0,0,0,0,0
"ENSG00000021461.12",0,0,1.228,0,0,1.43,0,0,0
"ENSG00000021488.8",0,4.92,2.507,0,1.71,0,0,0,0
"ENSG00000021645.13",389.576,697.715,364.234,170.48,206.846,119.927,170.602,0,59.021
"ENSG00000021762.15",28.189,9.605,15.087,7.561,9.901,4.112,2.181,11.758,6.346
"ENSG00000021776.6",288.19,151.129,321.282,204.907,183.318,98.308,93.164,256.461,117.033
"ENSG00000021826.10",19.12,9.757,4.557,10.02,20.618,7.193,3.419,11.976,0
"ENSG00000021852.8",0,0,0,0,0,2.582,0,0,0
"ENSG00000022267.12",97.08,176.94,50.85,92.676,81.42,10.891,12.195,17.836,10.48
"ENSG00000022277.8",2305.194,1120.006,1515.257,2130.643,1883.984,444.001,411.883,1077.411,784.205
"ENSG00000022355.10",0,0,0,0,0,0,0,0,0
"ENSG00000022556.11",25.191,21.858,130.021,131.716,169.24,33.045,10.197,74.387,30.924
"ENSG00000022567.5",291.172,313.212,245.145,334.263,250.14,62.373,60.235,75.358,53.604
"ENSG00000022840.11",679.511,332.506,571.448,450.232,374.344,135.25,113.514,153.847,73.632
"ENSG00000022976.11",25.552,21.51,34.842,13.567,18.849,6.098,10.147,10.89,2.373
"ENSG00000023041.7",87.355,127.471,118.573,152.602,68.679,88.859,0,63.275,159.288
"ENSG00000023171.10",144.545,119.311,59.037,55.634,47.418,15.717,33.725,20.895,23.049
"ENSG00000023191.12",12.105,10.186,11.583,7.042,17.12,0,0,4.396,1.052
"ENSG00000023228.9",150.022,112.678,113.435,156.442,117.211,23.34,20.851,49.859,26.656
"ENSG00000023287.8",470.763,496.497,546.547,466.349,496.431,123.945,91.806,80.136,55.4
"ENSG00000023330.10",11.238,1.768,11.345,0,7.862,2.626,3.024,1.635,13.578
"ENSG00000023445.9",4,2.619,6.049,2,9.097,3,2,0,1
"ENSG00000023572.4",0,2.099,6.058,4.609,1.276,0,1.328,4.845,4.636
"ENSG00000023697.8",6.417,2.28,617.312,624.731,228.927,2.06,2.047,1.017,0
"ENSG00000023734.6",1126.392,567.297,1144.684,654.767,799.736,142.837,116.562,290.738,155.216
"ENSG00000023839.6",0,9.101,4.634,5.956,3.547,4.51,0,0,1.002
"ENSG00000023892.9",2,1,3,4.4,0,1,2,0,0
"ENSG00000023902.9",140.987,99.775,122.986,105.172,121.808,31.936,19.093,22.091,10.416
"ENSG00000023909.5",11,6,16,13,7,16.115,1,8,4
"ENSG00000024048.6",5434.277,4332.129,5440.842,5241.022,4938.976,1508.59,1295.41,2286.006,946.492
"ENSG00000024422.7",0,1.91,3.428,0,1.71,4.509,10.153,0,0
"ENSG00000024526.12",105.271,16.09,92.598,75.652,276.809,32.733,0,283.917,104.41
"ENSG00000025039.10",956.764,964.447,821.329,575.279,70.957,0,339.804,49.557,11.863
"ENSG00000025156.8",882.849,663.689,738.05,652.759,894.551,234.001,162.846,339.456,228.06
"ENSG00000025293.11",159.211,134.332,115.931,191.701,173.713,52.82,23.387,34.561,8.231
"ENSG00000025423.7",0,9.396,0,0,0,0,5,0,13
"ENSG00000025434.14",31.979,0,29.168,29.348,45.431,1,0,22.218,9.034
"ENSG00000025708.8",11.148,17.225,15.088,13.185,15.274,12.748,5.095,6.005,5.002
"ENSG00000025770.14",167.318,60.388,94.354,157.505,89.435,19.491,18.512,65.958,32.898
"ENSG00000025796.9",3132.215,1216.938,3057.715,2060.858,1667.157,561.387,582.492,1064.744,325.139
"ENSG00000025800.9",275.002,185.068,279.847,376.128,80.19,47.917,42.694,159.973,0
"ENSG00000026025.9",1113.017,668.336,833.725,895.434,1010.49,165.905,130.543,424.227,94.499
"ENSG00000026103.15",0,0,0,163.951,30.144,6.992,0,0,30.626
"ENSG00000026297.11",11.861,15.322,13.198,3.526,18.597,9.015,0,5.965,7.639
"ENSG00000026508.12",11.052,16.039,12.509,102.708,24.286,12.063,43.852,13.104,8.32
"ENSG00000026559.9",38.556,24.356,31.534,28.579,47.81,11.72,4.034,17.527,7.982
"ENSG00000026652.9",376.454,303.425,309.41,242.018,247.24,72.702,51.594,86.514,32.438
"ENSG00000026751.12",23.699,33.92,20.437,43.28,22.769,14.046,6.061,1.008,0
"ENSG00000026950.12",116.148,111.689,44.918,35.224,172.968,33.358,21.583,25.003,34.628
"ENSG00000027001.7",7.993,2.358,2.256,4.484,4.467,1.142,1.081,3.726,1.091
"ENSG00000027075.9",146.412,153.777,110.26,125.876,110.423,65.797,44,38.876,19
"ENSG00000027697.8",12.915,3.661,19.576,8.148,11.494,1.118,7.234,5.929,1.235
"ENSG00000027847.9",70.153,36.807,61.244,76.738,65.576,7.172,17.65,31.166,18.116
"ENSG00000027869.7",0,0,1,1,0,1,0,0,0
"ENSG00000028116.12",3.541,0,9.079,1.427,4.461,0,1.113,3.869,2.142
"ENSG00000028137.12",59.164,36.779,45.488,25.56,0,28.519,16.497,5.132,7.13
"ENSG00000028203.13",636.463,447.087,489.564,502.525,521.325,115.219,169.23,220.89,104.146
"ENSG00000028277.16",31.161,13.499,11.02,14.211,29.279,3.435,4.505,3.014,4.085
"ENSG00000028310.13",972.638,506.531,817.422,970.963,618.907,286.513,272.95,398.979,236.104
"ENSG00000028528.10",396.429,192.446,444.649,323.31,297.216,101.385,74.071,280.411,116.31
"ENSG00000028839.5",363.693,225.107,293.483,240.671,223.823,47.025,58.08,116.819,16.755
"ENSG00000029153.10",170.938,17.709,31.265,16.132,11.872,7.372,6.581,9.884,1.966
"ENSG00000029363.11",2597.942,1823.966,2649.777,1767.479,1929.467,789.91,489.382,947.016,746.242
"ENSG00000029364.7",279.175,190.141,245.841,237.849,239.685,71.471,68.138,96.873,46.368
"ENSG00000029534.15",2,4,1,0,0,2,0,0,1
"ENSG00000029639.6",102.137,99.881,51.109,62.919,112.777,24.289,15.858,88.765,14.191
"ENSG00000029725.12",550.711,259.597,381.795,394.789,382.374,74.462,73.379,210.36,150.778
"ENSG00000029993.10",667.773,438.033,617.845,275.462,375.329,8.381,94.403,276.277,15.024
"ENSG00000030066.9",309.052,163.455,276.796,218.44,233.374,70.939,74.664,85.41,48.84
"ENSG00000030304.8",0,0,0,0,0,1.158,0,0,1.319
"ENSG00000030419.12",83.044,92.811,89.269,65.794,81.673,28.192,14.247,11.469,1.776
"ENSG00000030582.12",159.179,62.182,180.711,193.625,127.672,31.111,23.788,140.882,35.902
"ENSG00000031003.6",114.852,123.984,122.968,73.484,110.532,30.839,38.544,66.5,9.484
"ENSG00000031081.6",1.322,0,5.921,9.598,0,2.328,1.427,1.271,0
"ENSG00000031544.10",0,1.127,0,0,0,1,0,0,0
"ENSG00000031698.8",2038.87,1354.693,1276.007,1465.193,1165.29,380.833,454.441,445.378,446.353
"ENSG00000031823.10",404.723,243.43,359.563,476.722,270.157,99.901,84.241,192.814,75.707
"ENSG00000032219.14",5020.367,3132.765,2679.328,3468.027,2240.369,768.682,829.525,785.394,1132.304
"ENSG00000032389.8",50.827,6.657,26.605,56.645,78.989,25.397,10.61,9.215,20.505
"ENSG00000032444.11",26.292,23.424,37.335,32.372,39.045,15.386,9.571,5.148,5.71
"ENSG00000032742.13",88.144,63.215,59.331,74.737,78.011,22.525,25.227,34.889,14.015
"ENSG00000033011.7",103.588,55.663,94.439,1.244,1.145,12.779,7.823,72.517,32.622
"ENSG00000033030.9",95.163,62.201,48.71,64.739,67.59,21.442,21.591,25.013,6.43
"ENSG00000033050.3",891.595,310.289,584.305,642.379,627.641,200.858,138.729,364.188,218.77
"ENSG00000033100.10",206.521,88.255,125.94,160.742,186.139,40.624,36.939,63.447,15.921
"ENSG00000033122.14",595.149,952.09,296.892,286.718,161.538,60.771,80.813,6.712,53.833
"ENSG00000033170.12",105.159,42.178,48.679,87.209,70.293,14.575,17.884,19.079,4.159
"ENSG00000033178.8",2336.736,1503.902,2092.669,1808.461,1324.14,480.045,568.475,1539.752,683.41
"ENSG00000033327.8",85.166,64.423,52.677,54.776,39.467,25.861,15.567,9.607,13.83
"ENSG00000033627.10",989.396,674.644,587.702,577.138,613.908,226.382,205.619,150.642,85.294
"ENSG00000033800.9",1984.355,1664.905,2425.56,2208.238,2106.717,685.062,627.959,981.399,758.199
"ENSG00000033867.12",1797.694,2265.435,1477.022,1404.167,1687.167,500.491,561.068,743.984,515.354
"ENSG00000034053.10",264.792,176.692,269.744,234.571,355.436,58.782,62.582,35.26,16.956
"ENSG00000034152.14",33.543,7.225,17.892,18.382,13.725,6.293,6.451,3.435,4.89
"ENSG00000034239.6",1.381,2.464,0,5.824,2.389,0,1.059,1,0
"ENSG00000034533.7",2,19.368,9.232,11,2,2.138,7.996,19.854,13
"ENSG00000034677.7",811.775,623.446,582.98,833.63,412.849,205.732,289.248,234.567,140.696
"ENSG00000034693.10",46.173,40.501,21.396,0,0,7.576,13.548,2.353,4.143
"ENSG00000034713.3",210.836,166.244,194.616,184.662,290.302,185.792,47.683,55.906,301.237
"ENSG00000035115.17",250.375,177.396,209.809,159.436,193.628,97.755,101.926,74.506,31.967
"ENSG00000035141.3",48.478,61.029,61.767,25.032,32.62,5.521,20.748,44.906,21.168
"ENSG00000035403.12",11.619,14.417,8.359,8.195,15.707,1,3.456,10.397,0
"ENSG00000035499.8",79.737,15.504,77.965,81.341,51.839,23.701,17.15,38.003,14.72
"ENSG00000035664.7",3.57,0,1.152,1.314,0,11.033,0,3.359,2.269
"ENSG00000035681.3",320.633,170.197,284.944,286.649,191.244,53.85,53.514,86.336,34.222
"ENSG00000035687.9",378.864,245.843,246.135,328.236,216.944,121.143,80.502,105.629,41.289
"ENSG00000035720.3",1,1,0,1,1,2,0,0,0
"ENSG00000035928.10",844.045,395.614,675.254,617.506,412.868,269.913,91.638,393.477,217.844
"ENSG00000036054.8",760.338,571.084,567.832,703.393,647.059,192.607,192.9,189.999,217.04
"ENSG00000036257.8",807.276,536.818,576.402,570.913,532.247,189.791,213.565,173.331,69.823
"ENSG00000036448.5",0,49.383,32.7,0,0,1,0,0,0
"ENSG00000036473.6",0,0,0,0,0,1,0,0,0
"ENSG00000036530.4",2.25,2,1,0,1,1,0,3,0
"ENSG00000036549.8",200.06,125.92,144.536,124.965,119.212,38.793,32.253,68.378,35.019
"ENSG00000036565.10",78.012,10.971,68.383,30.721,23.12,22.088,9.775,2.775,0
"ENSG00000036672.11",28.315,18.427,20.42,16.085,19.03,0,4.329,3.477,16.996
"ENSG00000037042.8",198.218,117.686,108.705,136.981,154.998,49.217,25.604,36.88,27.771
"ENSG00000037241.3",43.695,26.821,64.496,39.377,30.313,34.688,38.342,133.161,15.179
"ENSG00000037280.11",0,1,0,2.391,2.8,1,0,1,0
"ENSG00000037474.10",182.153,98.275,112.618,73.266,84.86,18.339,13.351,24.104,4.031
"ENSG00000037637.6",227.068,175.874,174.957,190.716,222.039,62.123,53.02,68.399,15.465
"ENSG00000037749.7",267.856,179.141,218.37,234.75,274.506,89.248,22.529,106.517,16.797
"ENSG00000037757.9",0,0,0,0,1.268,0,0,0,0
"ENSG00000037897.12",90.424,20.94,60.667,67.663,39.876,28.411,32.856,95.01,24.897
"ENSG00000038002.4",10.775,7.066,4.56,3.202,15.262,3.622,0,9.272,1.068
"ENSG00000038210.9",9,9,15,6.049,14.274,5,4,8,1
"ENSG00000038219.8",1749.523,1193.215,1462.189,1251.747,1159.514,355.874,422.351,457.047,289.304
"ENSG00000038274.12",333.271,143.989,294.599,290.664,442.63,81.04,47.477,100.9,34.859
"ENSG00000038295.3",0,0,0,0,0,0,0,0,14.713
"ENSG00000038358.10",150.009,82.69,97.272,151.796,3.909,35.988,18.917,55.581,0
"ENSG00000038382.13",2299.08,1704.363,1300.384,1633.18,1070.613,563.638,414.88,303.154,251.535
"ENSG00000038427.11",413.191,326.064,333.381,425.775,399.528,315.7,74.318,198.879,260.799
"ENSG00000038532.10",83.162,110.664,99.231,143.915,101.133,15.091,21.031,18.159,23.318
"ENSG00000038945.10",0,2,1,0,1,6.086,1,4.045,3
"ENSG00000039068.14",0,0,0,0,0,0,0,0,0
"ENSG00000039123.11",1528.705,783.849,1216.115,1171.876,552.972,397.351,304.589,692.089,424.382
"ENSG00000039139.9",202,121,162,229,129,30,80,94,91
"ENSG00000039319.12",2689.196,2373.486,2516.771,2455.225,2079.94,560.313,540.002,1183.037,580.489
"ENSG00000039523.13",21.979,8.982,20.449,8.82,9.705,0,4.227,3.037,3
"ENSG00000039537.9",0,1,0,1,0,0,0,0,0.844
"ENSG00000039560.9",5815.827,1191.017,4694.785,3203.408,3445.694,2650.139,1838.155,1073.021,1587.359
"ENSG00000039600.6",2,10.585,7.102,0,3,2,4.19,0,4
"ENSG00000039650.5",3.079,1.278,4.624,0,0,1.021,0,0,0
"ENSG00000039987.2",15.201,7.24,5.152,11.56,11.142,2.369,4.311,2.094,3.072
"ENSG00000040199.14",69.423,7.501,45.494,72.39,138.246,0,11.178,29.846,12.046
"ENSG00000040275.12",1000.84,441.143,703.886,715.282,516.227,249.467,209.822,728.207,289.096
"ENSG00000040341.13",18.506,12.663,7.852,3.375,14.36,3.576,4.847,1.756,0
"ENSG00000040487.8",129.206,50.015,87.027,159.573,83.487,23.838,14.33,49.105,14.167
"ENSG00000040531.10",2.558,0,11.111,6.969,1.645,2.877,4.448,10.347,4.743
"ENSG00000040608.9",0,0,0,0,0,0,0,0,0
"ENSG00000040633.8",6.606,0,0,0,0,0,0,1.302,1.044
"ENSG00000040731.6",93.085,61.612,34.687,32.314,19.078,4.288,3.336,34.604,1.897
"ENSG00000040933.11",200.106,190.173,175.71,193.156,169.566,67.841,57.876,85.551,41.66
"ENSG00000041353.5",1.254,5.666,0,4.011,0,0,0,0,0
"ENSG00000041357.11",40.512,26.727,34.14,21.515,20.226,24.956,3.404,22.508,22.573
"ENSG00000041515.11",7.66,6.41,3.674,2.266,1,2.529,3,1,1
"ENSG00000041802.6",450.709,160.265,353.024,508.889,350.471,143.264,96.268,207.556,73.553
"ENSG00000041880.10",3.254,0,3.779,20.885,2.357,4.394,7.389,5.018,0
"ENSG00000041982.10",4.546,7.586,1.336,285.356,414.634,27.6,72.033,82.079,16.367
"ENSG00000041988.11",61.657,28.65,42.348,50.703,54.404,4.089,10.58,18.669,12.023
"ENSG00000042062.7",7.133,6.895,1.229,2,0,1,0,0,1
"ENSG00000042088.9",307.133,198.666,247.549,288.253,248.699,72.145,81.504,259.132,90.621
"ENSG00000042286.10",0,2.307,1.466,0,0,0,0,0,1.195
"ENSG00000042304.6",0,0,0,0,0,0,0,0,0
"ENSG00000042317.12",79.76,114.515,55.624,74.564,88.799,31.688,29.935,7.532,8.109
"ENSG00000042429.6",313.792,186.126,323.659,205.791,438.265,35.646,44.978,83.383,40.596
"ENSG00000042445.9",77.23,26.677,42.345,44.662,52.347,7.065,9.5,28.813,7.058
"ENSG00000042493.11",0,0,0,0,2.444,1,0,6.117,0
"ENSG00000042753.7",77.079,49.235,31.59,35.846,37.522,38.188,21.151,51.652,23.058
"ENSG00000042781.8",34.258,61.594,0,27.816,1,15.35,4.345,0,5.901
"ENSG00000042813.3",0,0,0,0,0,1,1,0,0
"ENSG00000042832.7",3.721,0,1,0,1,1.633,1,1.481,0
"ENSG00000042980.8",0,2.219,1.191,2,0,2,3,0,0
"ENSG00000043039.5",10.058,16.847,8.07,9.866,12.827,9.611,4.262,1.122,1
"ENSG00000043093.9",276.972,225.062,333.132,384.793,359.281,85.445,86.843,101.179,15.108
"ENSG00000043143.16",4.601,3.362,3.58,4.121,3.471,5.467,4.924,27.861,5.156
"ENSG00000043355.6",0,0,0,1.219,30.973,0,0,11.896,1.266
"ENSG00000043462.7",0,4,1,0,0,2.145,1,0,0
"ENSG00000043514.11",229.865,194.816,220.067,164.704,162.083,43.111,37,54.131,27.144
"ENSG00000044090.4",212.664,336.095,133.631,336.521,419.24,0,46.496,76.042,0
"ENSG00000044115.16",1440.046,973.156,1076.313,1034.544,851.21,388.495,189.358,747.629,316.799
"ENSG00000044446.7",55.6,34.433,45.345,49.57,48.589,10.569,4.535,5.615,1.185
"ENSG00000044459.10",784.724,366.813,821.789,450.743,367.814,164.88,128.335,397.861,174.855
"ENSG00000044524.6",680.453,994.35,577.723,1820.235,3034.353,149.383,364.568,383.842,427.804
"ENSG00000046604.8",18.194,0,2.653,7.032,31.218,8.784,0,0,15.421
"ENSG00000046647.9",233.289,199.111,136.967,253.033,246.639,37.584,51.776,59.194,41.32
"ENSG00000046651.10",56.011,54.045,42.179,26.088,42.397,14.531,3.216,13.19,4.159
"ENSG00000046653.10",9.591,3.254,2.118,5.211,7.46,2.092,2.074,0,0
"ENSG00000046889.14",1017.207,404.507,843.756,1260.605,1845.292,457.757,189.407,3460.35,295.36
"ENSG00000047056.10",231.845,185.108,104.438,187.35,100.497,55.294,58.426,63.093,55.761
"ENSG00000047188.11",934.601,1087.276,770.446,756.147,760.787,217.171,311.85,271.456,80.002
"ENSG00000047230.10",60.091,35.131,57.227,86.428,105.146,9.445,27.072,12.921,7.224
"ENSG00000047249.12",165.793,126.255,144.921,106.653,92.219,24.077,53.057,51.245,5.294
"ENSG00000047315.10",2342.752,1019.351,1852.999,1949.639,1236.098,570.872,340.145,1304.849,749.909
"ENSG00000047346.8",835.857,512.427,623.084,631.322,464.42,135.814,179.037,118.633,72.46
"ENSG00000047365.7",92.232,43.494,86.531,237.983,7.602,35.322,13.588,63.188,13.273
"ENSG00000047410.9",830.452,392.873,503.891,554.053,1476.239,166.261,162.97,274.716,103.626
"ENSG00000047457.9",1.668,0,0,4.735,3.853,4.883,0,10.269,0
"ENSG00000047578.8",76.129,62.503,51.638,60.097,25.212,12.359,1.677,13.961,8.186
"ENSG00000047579.15",5.207,7.864,5.174,2.961,18.641,23.887,2.087,5.813,3.224
"ENSG00000047617.10",26.543,3.527,37.256,40.94,36.608,13.18,7.177,8.9,4.196
"ENSG00000047621.7",160.544,107.71,137.922,90.847,93.664,57.129,41.711,84.451,42.247
"ENSG00000047634.10",894.575,331.59,735.043,539.093,669.513,173.784,174.847,161.685,69.498
"ENSG00000047644.13",17,12,23,20,17,3,5,8,2
"ENSG00000047648.17",4.331,0,0,1.096,0,0,0,1.668,0
"ENSG00000047849.17",724.691,865.469,348.201,1072.306,442.284,137.115,107.527,152.826,128.232
"ENSG00000047932.9",0,2.142,0,0,0,0,0,0,0
"ENSG00000047936.6",0,0,0,0,0,0,0,0,0
"ENSG00000048028.7",191.052,202.223,149.609,172.492,188.525,62.746,16.127,51.234,24.386
"ENSG00000048052.17",294.381,204.272,243.065,161.759,144.515,96.803,51.059,75.313,60.94
"ENSG00000048140.13",3.834,13.934,23.931,11.166,0,15.971,0,21.156,8.551
"ENSG00000048162.15",198.764,41.838,111.896,55.359,61.355,51.013,38.824,118.351,43.792
"ENSG00000048342.11",2.916,6.82,12.851,3.301,11.963,1.491,2.265,4.384,0
"ENSG00000048392.7",48.51,42.348,35.09,61.776,73.981,5.032,0,20.472,4.65
"ENSG00000048405.5",10.874,25.817,13.771,6.32,7.571,6.471,7.391,2.122,0
"ENSG00000048462.6",2,0,1,0,1.749,1,0,0,0
"ENSG00000048471.9",30.081,59.193,28.377,21.646,37.789,2.752,8.66,5.865,6.059
"ENSG00000048540.10",995.675,690.351,506.318,777.598,426.106,341.552,152.074,39.573,121.388
"ENSG00000048545.9",13,0,0,0,27.623,3,4,9,16
"ENSG00000048649.9",1435.203,951.711,1055.648,1347.097,1011.466,384.928,301.333,543.976,428.156
"ENSG00000048707.9",152.161,136.853,94.885,88.829,95.245,35.757,45.45,29.849,12.235
"ENSG00000048740.13",0,257.301,0,0,0,0,0,0,0
"ENSG00000048828.12",513.644,171.841,253.528,319.386,320.421,106.786,90.22,118.506,51.613
"ENSG00000048991.12",580.625,400.096,499.1,341.562,221.258,189.537,131.37,86.184,70.396
"ENSG00000049089.9",0,0,0,0,0,0,0,0,0
"ENSG00000049130.9",114.964,24.68,370.182,317.58,219.979,0,33.694,21.375,0
"ENSG00000049167.9",54.109,35.06,73.01,65.398,57.271,12.495,10.149,9.244,0
"ENSG00000049192.10",349.706,582.07,293.053,532.22,458.384,176.116,97.709,39.136,85.33
"ENSG00000049239.8",58.64,15.578,0,9.477,85.698,0,28.294,50.422,0
"ENSG00000049245.8",299.835,228.21,261.155,221.734,179.285,92.172,81.479,132.456,65.868
"ENSG00000049246.10",316.282,127.924,207.953,136.631,51.465,17.665,73.876,232.579,80.902
"ENSG00000049247.9",0,0,0,0,0,0,0,0,0
"ENSG00000049249.4",0,0,0,0,0,0,0,0,0
"ENSG00000049283.13",0,0,0,0,0,0,0,0,0
"ENSG00000049323.11",269.426,529.842,455.984,268.736,342.37,84.176,22.316,25.954,2.513
"ENSG00000049449.4",524.597,262.93,278.441,298.7,326.678,56.306,54.715,120.502,47.699
"ENSG00000049540.12",41.651,30.573,22.309,35.639,21.891,27.21,10.648,7.98,8.871
